[20000, 255, 110, 1]
[1000000000020000, 255, 105, 2]
[2000000000020000, 255, 100, 2]
[3000000000020000, 255, 95, 2]
[4000000000020000, 255, 90, 2]
[5000000000020000, 255, 85, 2]
[6000000000020000, 255, 80, 2]
[7000000000020000, 255, 75, 2]
[8000000000020000, 255, 70, 2]
[9000000000020000, 255, 65, 2]
[10000000000020000, 255, 60, 2]
[11000000000020000, 255, 55, 2]
[12000000000020000, 255, 50, 2]
[13000000000020000, 255, 45, 2]
[14000000000020000, 255, 40, 2]
[15000000000020000, 255, 35, 2]
[16000000000020000, 255, 30, 2]
[17000000000020000, 255, 25, 2]
[18000000000020000, 255, 20, 2]
[19000000000020000, 255, 15, 2]
[20000000000020000, 255, 10, 2]
[21000000000020000, 255, 5, 2]
[22000000000020000, 255, 0, 2]
[23000000000020000, 255, 250, 2]
[24000000000020000, 255, 245, 2]
[25000000000020000, 255, 240, 2]
[26000000000020000, 255, 235, 2]
[27000000000020000, 255, 230, 2]
[28000000000020000, 255, 225, 2]
[29000000000020000, 255, 220, 2]
[30000000000020000, 255, 215, 2]
[31000000000020000, 255, 210, 2]
[32000000000020000, 255, 205, 2]
[33000000000020000, 255, 200, 2]
[34000000000020000, 255, 195, 2]
[35000000000020000, 255, 190, 2]
[36000000000020000, 255, 185, 2]
[37000000000020000, 255, 180, 2]
[38000000000020000, 255, 175, 2]
[39000000000020000, 255, 170, 2]
[40000000000020000, 255, 165, 2]
[41000000000020000, 255, 160, 2]
[42000000000020000, 255, 155, 2]
[43000000000020000, 255, 150, 2]
[44000000000020000, 255, 145, 2]
[45000000000020000, 255, 140, 2]
[46000000000020000, 255, 135, 2]
[47000000000020000, 255, 130, 2]
[48000000000020000, 255, 125, 2]
[49000000000020000, 255, 120, 2]
[50000000000020000, 255, 115, 2]
[51000000000020000, 255, 110, 2]
[52000000000020000, 255, 105, 2]
[53000000000020000, 255, 100, 2]
[54000000000020000, 255, 95, 2]
[55000000000020000, 255, 90, 2]
[56000000000020000, 255, 85, 2]
[57000000000020000, 255, 80, 2]
[58000000000020000, 255, 75, 2]
[59000000000020000, 255, 70, 2]
[60000000000020000, 255, 65, 2]
[61000000000020000, 255, 60, 2]
[62000000000020000, 255, 55, 2]
[63000000000020000, 255, 50, 2]
[64000000000020000, 255, 45, 2]
[65000000000020000, 255, 40, 2]
[66000000000020000, 255, 35, 2]
[67000000000020000, 255, 30, 2]
[68000000000020000, 255, 25, 2]
[69000000000020000, 255, 20, 2]
[70000000000020000, 255, 15, 2]
[71000000000020000, 255, 10, 2]
[72000000000020000, 255, 5, 2]
[73000000000020000, 255, 0, 2]
[74000000000020000, 255, 250, 2]
[75000000000020000, 255, 245, 1]
[76000000000020000, 255, 240, 2]
[77000000000020000, 255, 235, 2]
[78000000000020000, 255, 230, 1]
[79000000000020000, 255, 225, 2]
[80000000000020000, 255, 220, 1]
[81000000000020000, 255, 215, 2]
[82000000000020000, 255, 210, 2]
[83000000000020000, 255, 205, 2]
[84000000000020000, 255, 200, 1]
[85000000000020000, 255, 195, 2]
[86000000000020000, 255, 190, 2]
[87000000000020000, 255, 185, 2]
[88000000000020000, 255, 180, 2]
[89000000000020000, 255, 175, 1]
[90000000000020000, 255, 170, 2]
[91000000000020000, 255, 165, 2]
[92000000000020000, 255, 160, 2]
[93000000000020000, 255, 155, 2]
[94000000000020000, 255, 150, 2]
[95000000000020000, 255, 145, 2]
[96000000000020000, 255, 140, 2]
[97000000000020000, 255, 135, 2]
[98000000000020000, 255, 130, 2]
[99000000000020000, 255, 125, 2]
[100000000000020000, 255, 120, 2]
[101000000000020000, 255, 115, 2]
[102000000000020000, 255, 110, 2]
[103000000000020000, 255, 105, 2]
[104000000000020000, 255, 100, 2]
[105000000000020000, 255, 95, 2]
[106000000000020000, 255, 90, 2]
[107000000000020000, 255, 85, 2]
[108000000000020000, 255, 80, 2]
[109000000000020000, 255, 75, 2]
[110000000000020000, 255, 70, 2]
[111000000000020000, 255, 65, 2]
[112000000000020000, 255, 60, 2]
[113000000000020000, 255, 55, 2]
[114000000000020000, 255, 50, 2]
[115000000000020000, 255, 45, 2]
[116000000000020000, 255, 40, 2]
[117000000000020000, 255, 35, 2]
[118000000000020000, 255, 30, 2]
[119000000000020000, 255, 25, 2]
[120000000000020000, 255, 20, 2]
[121000000000020000, 255, 15, 2]
[122000000000020000, 255, 10, 2]
[123000000000020000, 255, 5, 2]
[124000000000020000, 255, 0, 2]
[125000000000020000, 255, 250, 2]
[126000000000020000, 255, 245, 2]
[127000000000020000, 255, 240, 2]
[128000000000020000, 255, 235, 2]
[129000000000020000, 255, 230, 2]
[130000000000020000, 255, 225, 2]
[131000000000020000, 255, 220, 2]
[132000000000020000, 255, 215, 2]
[133000000000020000, 255, 210, 2]
[134000000000020000, 255, 205, 2]
[135000000000020000, 255, 200, 2]
[136000000000020000, 255, 195, 2]
[137000000000020000, 255, 190, 2]
[138000000000020000, 255, 185, 2]
[139000000000020000, 255, 180, 2]
[140000000000020000, 255, 175, 2]
[141000000000020000, 255, 170, 2]
[142000000000020000, 255, 165, 2]
[143000000000020000, 255, 160, 2]
[144000000000020000, 255, 155, 2]
[145000000000020000, 255, 150, 2]
[146000000000020000, 255, 145, 2]
[147000000000020000, 255, 140, 2]
[148000000000020000, 255, 135, 2]
[149000000000020000, 255, 130, 2]
[150000000000020000, 255, 125, 2]
[151000000000020000, 255, 120, 2]
[152000000000020000, 255, 115, 2]
[153000000000020000, 255, 110, 2]
[154000000000020000, 255, 105, 1]
[155000000000020000, 255, 100, 2]
[156000000000020000, 255, 95, 2]
[157000000000020000, 255, 90, 2]
[158000000000020000, 255, 85, 2]
[159000000000020000, 255, 80, 2]
[160000000000020000, 255, 75, 2]
[161000000000020000, 255, 70, 2]
[162000000000020000, 255, 65, 2]
[163000000000020000, 255, 60, 2]
[164000000000020000, 255, 55, 2]
[165000000000020000, 255, 50, 2]
[166000000000020000, 255, 45, 2]
[167000000000020000, 255, 40, 2]
[168000000000020000, 255, 35, 2]
[169000000000020000, 255, 30, 2]
[170000000000020000, 255, 25, 2]
[171000000000020000, 255, 20, 2]
