(20000, 255, 110, 1)
(100000000020000, 255, 135, 2)
(200000000020000, 255, 160, 2)
(300000000020000, 255, 185, 1)
(400000000020000, 255, 210, 2)
(500000000020000, 255, 235, 2)
(600000000020000, 255, 5, 2)
(700000000020000, 255, 30, 2)
(800000000020000, 255, 55, 2)
(900000000020000, 255, 80, 2)
(1000000000020000, 255, 105, 2)
(1100000000020000, 255, 130, 2)
(1200000000020000, 255, 155, 2)
(1300000000020000, 255, 180, 2)
(1400000000020000, 255, 205, 2)
(1500000000020000, 255, 230, 1)
(1600000000020000, 255, 0, 2)
(1700000000020000, 255, 25, 1)
(1800000000020000, 255, 50, 2)
(1900000000020000, 255, 75, 1)
(2000000000020000, 255, 100, 2)
(2100000000020000, 255, 125, 2)
(2200000000020000, 255, 150, 2)
(2300000000020000, 255, 175, 2)
(2400000000020000, 255, 200, 2)
(2500000000020000, 255, 225, 2)
(2600000000020000, 255, 250, 2)
(2700000000020000, 255, 20, 2)
(2800000000020000, 255, 45, 2)
(2900000000020000, 255, 70, 2)
(3000000000020000, 255, 95, 2)
(3100000000020000, 255, 120, 2)
(3200000000020000, 255, 145, 1)
(3300000000020000, 255, 170, 2)
(3400000000020000, 255, 195, 1)
(3500000000020000, 255, 220, 1)
(3600000000020000, 255, 245, 1)
(3700000000020000, 255, 15, 2)
(3800000000020000, 255, 40, 2)
(3900000000020000, 255, 65, 2)
(4000000000020000, 255, 90, 2)
(4100000000020000, 255, 115, 2)
(4200000000020000, 255, 140, 2)
(4300000000020000, 255, 165, 2)
(4400000000020000, 255, 190, 2)
(4500000000020000, 255, 215, 2)
(4600000000020000, 255, 240, 2)
(4700000000020000, 255, 10, 2)
(4800000000020000, 255, 35, 2)
(4900000000020000, 255, 60, 2)
(5000000000020000, 255, 85, 2)
(5100000000020000, 255, 110, 1)
(5200000000020000, 255, 135, 2)
(5300000000020000, 255, 160, 2)
(5400000000020000, 255, 185, 2)
(5500000000020000, 255, 210, 1)
(5600000000020000, 255, 235, 2)
(5700000000020000, 255, 5, 2)
(5800000000020000, 255, 30, 2)
(5900000000020000, 255, 55, 2)
(6000000000020000, 255, 80, 2)
(6100000000020000, 255, 105, 2)
(6200000000020000, 255, 130, 2)
(6300000000020000, 255, 155, 1)
(6400000000020000, 255, 180, 2)
(6500000000020000, 255, 205, 1)
(6600000000020000, 255, 230, 2)
(6700000000020000, 255, 0, 2)
(6800000000020000, 255, 25, 2)
(6900000000020000, 255, 50, 2)
(7000000000020000, 255, 75, 2)
(7100000000020000, 255, 100, 2)
(7200000000020000, 255, 125, 2)
(7300000000020000, 255, 150, 2)
(7400000000020000, 255, 175, 2)
(7500000000020000, 255, 200, 2)
(7600000000020000, 255, 225, 1)
(7700000000020000, 255, 250, 2)
(7800000000020000, 255, 20, 2)
(7900000000020000, 255, 45, 1)
(8000000000020000, 255, 70, 2)
(8100000000020000, 255, 95, 2)
(8200000000020000, 255, 120, 2)
(8300000000020000, 255, 145, 2)
(8400000000020000, 255, 170, 2)
(8500000000020000, 255, 195, 2)
(8600000000020000, 255, 220, 2)
(8700000000020000, 255, 245, 2)
(8800000000020000, 255, 15, 2)
(8900000000020000, 255, 40, 2)
(9000000000020000, 255, 65, 2)
(9100000000020000, 255, 90, 2)
(9200000000020000, 255, 115, 2)
(9300000000020000, 255, 140, 2)
(9400000000020000, 255, 165, 2)
(9500000000020000, 255, 190, 1)
(9600000000020000, 255, 215, 1)
