0;227;0
2300000500000007;227;2
4600001000000014;227;2
6900001500000021;227;2
9200002000000028;227;3
11500002500000035;227;3
13800003000000042;227;3
16100003500000049;227;2
18400004000000056;227;2
20700004500000063;227;3
23000005000000070;227;3
25300005500000077;227;2
27600006000000084;227;3
29900006500000091;227;2
32200007000000098;227;3
34500007500000105;227;3
36800008000000112;227;2
39100008500000119;227;3
41400009000000126;227;3
43700009500000133;227;3
46000010000000140;227;3
48300010500000147;227;2
50600011000000154;227;3
52900011500000161;227;3
55200012000000168;227;3
57500012500000175;227;3
59800013000000182;227;2
62100013500000189;227;2
64400014000000196;227;3
66700014500000203;227;2
69000015000000210;227;3
71300015500000217;227;2
73600016000000224;227;3
75900016500000231;227;3
78200017000000238;227;3
80500017500000245;227;3
82800018000000252;227;3
85100018500000259;227;2
87400019000000266;227;3
89700019500000273;227;3
92000020000000280;227;2
94300020500000287;227;3
96600021000000294;227;3
98900021500000301;227;3
101200022000000308;227;3
103500022500000315;227;3
105800023000000322;227;2
108100023500000329;227;1
110400024000000336;227;2
112700024500000343;227;3
115000025000000350;227;3
117300025500000357;227;2
119600026000000364;227;3
121900026500000371;227;2
124200027000000378;227;3
126500027500000385;227;3
128800028000000392;227;2
131100028500000399;227;3
133400029000000406;227;3
135700029500000413;227;3
138000030000000420;227;3
140300030500000427;227;2
142600031000000434;227;3
144900031500000441;227;3
147200032000000448;227;2
149500032500000455;227;3
151800033000000462;227;2
154100033500000469;227;2
156400034000000476;227;3
158700034500000483;227;2
161000035000000490;227;2
163300035500000497;227;2
165600036000000504;227;2
167900036500000511;227;3
170200037000000518;227;3
172500037500000525;227;3
174800038000000532;227;2
177100038500000539;227;2
179400039000000546;227;3
181700039500000553;227;3
184000040000000560;227;2
186300040500000567;227;3
188600041000000574;227;2
190900041500000581;227;3
193200042000000588;227;3
195500042500000595;227;2
197800043000000602;227;3
200100043500000609;227;3
202400044000000616;227;3
204700044500000623;227;2
207000045000000630;227;2
209300045500000637;227;3
211600046000000644;227;1
213900046500000651;227;3
216200047000000658;227;2
218500047500000665;227;2
220800048000000672;227;1
223100048500000679;227;3
225400049000000686;227;3
227700049500000693;227;3
230000050000000700;227;3
232300050500000707;227;1
234600051000000714;227;2
236900051500000721;227;2
239200052000000728;227;3
241500052500000735;227;2
243800053000000742;227;3
246100053500000749;227;2
248400054000000756;227;2
250700054500000763;227;2
253000055000000770;227;2
255300055500000777;227;2
257600056000000784;227;2
259900056500000791;227;2
262200057000000798;227;2
264500057500000805;227;2
266800058000000812;227;3
269100058500000819;227;2
271400059000000826;227;2
273700059500000833;227;2
276000060000000840;227;2
278300060500000847;227;3
280600061000000854;227;3
282900061500000861;227;3
285200062000000868;227;2
287500062500000875;227;2
289800063000000882;227;3
292100063500000889;227;3
294400064000000896;227;2
296700064500000903;227;3
299000065000000910;227;2
301300065500000917;227;3
303600066000000924;227;3
305900066500000931;227;2
308200067000000938;227;2
310500067500000945;227;3
312800068000000952;227;3
315100068500000959;227;3
317400069000000966;227;3
319700069500000973;227;2
322000070000000980;227;3
324300070500000987;227;3
326600071000000994;227;3
328900071500001001;227;2
331200072000001008;227;2
333500072500001015;227;3
335800073000001022;227;3
338100073500001029;227;3
340400074000001036;227;3
342700074500001043;227;3
345000075000001050;227;3
347300075500001057;227;2
349600076000001064;227;1
351900076500001071;227;3
354200077000001078;227;3
356500077500001085;227;3
358800078000001092;227;3
361100078500001099;227;2
363400079000001106;227;3
365700079500001113;227;3
368000080000001120;227;3
370300080500001127;227;3
372600081000001134;227;2
374900081500001141;227;2
377200082000001148;227;2
379500082500001155;227;2
381800083000001162;227;3
384100083500001169;227;2
386400084000001176;227;2
388700084500001183;227;3
391000085000001190;227;2
393300085500001197;227;3
395600086000001204;227;3
397900086500001211;227;3
400200087000001218;227;3
402500087500001225;227;3
404800088000001232;227;3
407100088500001239;227;3
409400089000001246;227;2
411700089500001253;227;2
414000090000001260;227;3
416300090500001267;227;2
418600091000001274;227;3
420900091500001281;227;2
423200092000001288;227;2
425500092500001295;227;3
427800093000001302;227;2
430100093500001309;227;3
432400094000001316;227;2
434700094500001323;227;2
437000095000001330;227;3
439300095500001337;227;3
441600096000001344;227;3
443900096500001351;227;2
446200097000001358;227;2
448500097500001365;227;3
450800098000001372;227;3
453100098500001379;227;2
455400099000001386;227;3
457700099500001393;227;2
460000100000001400;227;3
462300100500001407;227;3
464600101000001414;227;2
466900101500001421;227;3
469200102000001428;227;3
471500102500001435;227;3
473800103000001442;227;3
476100103500001449;227;2
478400104000001456;227;3
480700104500001463;227;3
483000105000001470;227;3
485300105500001477;227;3
487600106000001484;227;2
489900106500001491;227;3
492200107000001498;227;2
494500107500001505;227;3
496800108000001512;227;2
499100108500001519;227;3
501400109000001526;227;3
503700109500001533;227;2
506000110000001540;227;2
508300110500001547;227;3
510600111000001554;227;3
512900111500001561;227;3
515200112000001568;227;1
517500112500001575;227;2
519800113000001582;227;3
522100113500001589;227;2
524400114000001596;227;2
526700114500001603;227;3
529000115000001610;227;2
531300115500001617;227;3
533600116000001624;227;2
535900116500001631;227;3
538200117000001638;227;2
540500117500001645;227;3
542800118000001652;227;3
545100118500001659;227;2
547400119000001666;227;3
549700119500001673;227;3
552000120000001680;227;3
554300120500001687;227;3
556600121000001694;227;2
558900121500001701;227;3
561200122000001708;227;3
563500122500001715;227;2
565800123000001722;227;3
568100123500001729;227;3
570400124000001736;227;3
572700124500001743;227;3
575000125000001750;227;2
577300125500001757;227;2
579600126000001764;227;3
581900126500001771;227;2
584200127000001778;227;3
586500127500001785;227;2
588800128000001792;227;2
591100128500001799;227;2
593400129000001806;227;2
595700129500001813;227;3
598000130000001820;227;2
600300130500001827;227;2
602600131000001834;227;3
604900131500001841;227;2
607200132000001848;227;3
609500132500001855;227;3
611800133000001862;227;2
614100133500001869;227;3
616400134000001876;227;3
618700134500001883;227;3
621000135000001890;227;3
623300135500001897;227;2
625600136000001904;227;3
627900136500001911;227;3
630200137000001918;227;2
632500137500001925;227;3
634800138000001932;227;3
637100138500001939;227;3
639400139000001946;227;3
641700139500001953;227;2
644000140000001960;227;2
646300140500001967;227;2
648600141000001974;227;3
650900141500001981;227;2
653200142000001988;227;3
655500142500001995;227;3
657800143000002002;227;3
660100143500002009;227;3
