0;471;1
2300000500000007;471;3
4600001000000014;471;4
6900001500000021;471;3
9200002000000028;471;4
11500002500000035;471;4
13800003000000042;471;4
16100003500000049;471;3
18400004000000056;471;4
20700004500000063;471;4
23000005000000070;471;4
25300005500000077;471;3
27600006000000084;471;4
29900006500000091;471;4
32200007000000098;471;4
34500007500000105;471;4
36800008000000112;471;4
39100008500000119;471;4
41400009000000126;471;4
43700009500000133;471;4
46000010000000140;471;4
48300010500000147;471;4
50600011000000154;471;3
52900011500000161;471;4
55200012000000168;471;4
57500012500000175;471;4
59800013000000182;471;4
62100013500000189;471;4
64400014000000196;471;4
66700014500000203;471;3
69000015000000210;471;4
71300015500000217;471;4
73600016000000224;471;4
75900016500000231;471;4
78200017000000238;471;4
80500017500000245;471;4
82800018000000252;471;4
85100018500000259;471;4
87400019000000266;471;4
89700019500000273;471;4
92000020000000280;471;3
94300020500000287;471;3
96600021000000294;471;3
98900021500000301;471;4
101200022000000308;471;4
103500022500000315;471;4
105800023000000322;471;4
108100023500000329;471;4
110400024000000336;471;3
112700024500000343;471;4
115000025000000350;471;4
117300025500000357;471;4
119600026000000364;471;4
121900026500000371;471;4
124200027000000378;471;4
126500027500000385;471;4
128800028000000392;471;4
131100028500000399;471;4
133400029000000406;471;4
135700029500000413;471;3
138000030000000420;471;4
140300030500000427;471;4
142600031000000434;471;4
144900031500000441;471;4
147200032000000448;471;4
149500032500000455;471;4
151800033000000462;471;4
154100033500000469;471;4
156400034000000476;471;4
158700034500000483;471;4
161000035000000490;471;3
163300035500000497;471;4
165600036000000504;471;4
167900036500000511;471;3
170200037000000518;471;4
172500037500000525;471;4
174800038000000532;471;4
177100038500000539;471;4
179400039000000546;471;4
181700039500000553;471;4
184000040000000560;471;3
186300040500000567;471;3
188600041000000574;471;4
190900041500000581;471;4
193200042000000588;471;4
195500042500000595;471;4
197800043000000602;471;4
200100043500000609;471;4
202400044000000616;471;4
204700044500000623;471;3
207000045000000630;471;4
209300045500000637;471;3
211600046000000644;471;4
213900046500000651;471;4
216200047000000658;471;4
218500047500000665;471;3
220800048000000672;471;4
223100048500000679;471;3
225400049000000686;471;4
227700049500000693;471;3
230000050000000700;471;3
