20000, 129, 5, 8
100000000020000, 129, 84, 9
200000000020000, 129, 34, 10
300000000020000, 129, 113, 8
400000000020000, 129, 63, 9
500000000020000, 129, 13, 10
600000000020000, 129, 92, 10
700000000020000, 129, 42, 9
800000000020000, 129, 121, 10
900000000020000, 129, 71, 10
1000000000020000, 129, 21, 10
1100000000020000, 129, 100, 10
1200000000020000, 129, 50, 10
1300000000020000, 129, 0, 10
1400000000020000, 129, 79, 8
1500000000020000, 129, 29, 10
1600000000020000, 129, 108, 9
1700000000020000, 129, 58, 9
1800000000020000, 129, 8, 10
1900000000020000, 129, 87, 9
2000000000020000, 129, 37, 9
2100000000020000, 129, 116, 10
2200000000020000, 129, 66, 10
2300000000020000, 129, 16, 9
2400000000020000, 129, 95, 10
2500000000020000, 129, 45, 10
2600000000020000, 129, 124, 10
2700000000020000, 129, 74, 10
2800000000020000, 129, 24, 10
2900000000020000, 129, 103, 10
3000000000020000, 129, 53, 8
3100000000020000, 129, 3, 10
3200000000020000, 129, 82, 9
3300000000020000, 129, 32, 10
3400000000020000, 129, 111, 9
3500000000020000, 129, 61, 9
3600000000020000, 129, 11, 10
3700000000020000, 129, 90, 10
3800000000020000, 129, 40, 10
3900000000020000, 129, 119, 9
4000000000020000, 129, 69, 10
4100000000020000, 129, 19, 10
4200000000020000, 129, 98, 8
4300000000020000, 129, 48, 10
4400000000020000, 129, 127, 9
4500000000020000, 129, 77, 8
4600000000020000, 129, 27, 6
4700000000020000, 129, 106, 9
4800000000020000, 129, 56, 9
4900000000020000, 129, 6, 10
5000000000020000, 129, 85, 10
5100000000020000, 129, 35, 8
5200000000020000, 129, 114, 9
5300000000020000, 129, 64, 10
5400000000020000, 129, 14, 10
5500000000020000, 129, 93, 10
5600000000020000, 129, 43, 10
5700000000020000, 129, 122, 10
5800000000020000, 129, 72, 3
5900000000020000, 129, 22, 10
6000000000020000, 129, 101, 10
6100000000020000, 129, 51, 6
6200000000020000, 129, 1, 10
6300000000020000, 129, 80, 9
6400000000020000, 129, 30, 10
6500000000020000, 129, 109, 9
6600000000020000, 129, 59, 10
6700000000020000, 129, 9, 10
6800000000020000, 129, 88, 9
6900000000020000, 129, 38, 10
7000000000020000, 129, 117, 5
7100000000020000, 129, 67, 9
7200000000020000, 129, 17, 10
7300000000020000, 129, 96, 4
7400000000020000, 129, 46, 10
7500000000020000, 129, 125, 9
7600000000020000, 129, 75, 10
7700000000020000, 129, 25, 10
7800000000020000, 129, 104, 10
7900000000020000, 129, 54, 8
8000000000020000, 129, 4, 9
8100000000020000, 129, 83, 10
8200000000020000, 129, 33, 10
8300000000020000, 129, 112, 9
8400000000020000, 129, 62, 10
8500000000020000, 129, 12, 10
8600000000020000, 129, 91, 10
8700000000020000, 129, 41, 10
8800000000020000, 129, 120, 9
8900000000020000, 129, 70, 10
9000000000020000, 129, 20, 8
9100000000020000, 129, 99, 10
9200000000020000, 129, 49, 10
9300000000020000, 129, 128, 9
9400000000020000, 129, 78, 10
9500000000020000, 129, 28, 9
9600000000020000, 129, 107, 9
9700000000020000, 129, 57, 10
9800000000020000, 129, 7, 10
9900000000020000, 129, 86, 9
10000000000020000, 129, 36, 10
10100000000020000, 129, 115, 10
10200000000020000, 129, 65, 10
